item_id,supplier_id,avg_unit_price,avg_delivery_days,rating,defect_rate,chosen
1086,2020,4.6,2,4.31,0.058,0
1071,2006,6.88,4,4.56,0.074,0
1087,2046,6.27,4,3.48,0.057,0
1052,2057,5.6,3,4.04,0.019,0
1060,2001,6.89,3,3.94,0.015,0
1087,2090,5.26,3,3.91,0.002,0
1002,2059,6.44,3,3.66,0.025,0
1052,2017,5.82,4,4.3,0.031,0
1082,2080,3.08,4,3.35,0.039,0
1074,2061,5.92,3,4.38,0.024,0
1074,2059,5.55,4,3.8,0.043,0
1092,2035,7.54,4,3.95,0.075,0
1014,2059,5.13,4,4.33,0.039,0
1029,2059,4.49,4,4.68,0.023,0
1087,2077,4.37,3,3.65,0.016,0
1092,2058,3.91,3,4.62,0.059,0
1002,2058,5.09,4,4.32,0.0,0
1092,2050,3.28,4,4.63,0.047,0
1052,2058,4.73,2,3.69,0.012,0
1074,2059,5.94,3,5.0,0.059,0
1051,2046,7.51,3,4.45,0.02,0
1029,2001,5.49,3,4.81,0.014,0
1071,2050,2.08,6,4.42,0.009,0
1074,2038,4.76,3,4.2,0.046,0
1087,2059,5.97,4,4.2,0.052,0
1052,2088,2.11,3,3.71,0.05,1
1001,2038,3.89,2,4.47,0.012,1
1074,2041,4.47,6,4.59,0.026,0
1071,2050,4.82,4,4.53,0.032,0
1020,2034,5.16,2,3.35,0.026,0
1021,2059,4.05,4,4.3,0.015,0
1074,2046,5.24,3,5.0,0.038,0
1020,2001,2.66,5,3.88,0.011,0
1087,2061,8.22,4,4.55,0.045,0
1029,2043,4.69,3,4.0,0.062,0
1082,2058,5.31,5,4.16,0.015,0
1037,2091,2.84,4,5.0,0.012,1
1023,2020,5.77,2,3.92,0.035,0
1001,2061,2.41,3,3.78,0.042,1
1014,2050,4.75,4,4.06,0.003,0
1071,2058,2.77,2,4.52,0.081,1
1060,2017,5.65,5,4.77,0.02,0
1087,2079,6.9,3,3.97,0.026,0
1051,2014,4.76,4,3.86,0.048,0
1023,2079,6.31,4,5.0,0.056,0
1021,2080,6.6,4,4.38,0.04,0
1074,2050,5.02,3,3.0,0.044,0
1074,2052,6.56,2,4.5,0.018,0
1029,2001,4.45,5,3.7,0.01,0
1074,2059,7.71,3,4.82,0.0,0
1099,2007,2.72,3,3.96,0.002,1
1086,2020,5.55,4,3.75,0.014,0
1071,2038,3.97,2,2.75,0.028,0
1074,2090,4.35,3,3.69,0.046,0
1023,2043,8.64,3,4.9,0.037,0
1001,2046,5.05,3,4.16,0.053,0
1074,2007,3.29,3,4.82,0.05,1
1071,2091,3.32,3,4.56,0.043,0
1074,2063,6.46,4,4.48,0.037,0
1037,2059,7.37,3,4.22,0.01,0
1086,2088,3.18,4,3.84,0.029,0
1052,2048,7.43,5,5.0,0.063,0
1021,2077,8.6,4,3.75,0.01,0
1037,2063,7.09,4,4.26,0.019,0
1002,2007,4.36,4,3.67,0.035,0
1087,2017,7.27,1,3.43,0.044,0
1087,2070,7.05,3,3.2,0.059,0
1082,2080,3.78,3,4.36,0.017,0
1086,2043,3.69,3,5.0,0.053,0
1037,2075,5.86,1,4.49,0.04,0
1001,2072,3.08,4,4.73,0.041,0
1001,2046,3.98,4,4.57,0.031,0
1099,2032,6.88,4,4.58,0.046,0
1029,2021,3.4,4,4.03,0.051,0
1092,2008,5.69,3,3.56,0.0,0
1001,2041,5.47,3,4.53,0.0,0
1029,2013,7.39,4,4.25,0.064,0
1060,2090,6.42,3,4.24,0.0,0
1087,2059,6.6,3,3.21,0.006,0
1021,2021,6.31,5,4.21,0.01,0
1082,2046,2.87,5,4.42,0.023,0
1029,2003,4.15,4,4.52,0.012,0
1014,2088,3.29,2,3.97,0.016,1
1021,2020,7.43,3,3.58,0.006,0
1021,2088,4.72,2,4.17,0.003,0
1001,2006,6.74,4,5.0,0.025,0
1021,2089,0.3,5,4.45,0.043,1
1092,2008,3.5,3,4.29,0.025,0
1021,2043,2.4,6,4.62,0.038,0
1074,2034,6.97,4,3.86,0.055,0
1051,2050,6.28,3,4.6,0.025,0
1074,2001,5.31,4,4.88,0.017,0
1082,2052,5.55,6,4.11,0.034,0
1014,2059,8.02,4,3.46,0.014,0
1002,2054,6.03,4,4.28,0.073,0
1014,2013,4.07,3,3.22,0.053,0
1092,2032,3.8,5,4.68,0.077,0
1052,2059,5.97,3,4.43,0.015,0
1074,2006,5.48,3,4.16,0.012,0
1020,2035,5.45,4,3.37,0.016,0
1060,2035,5.25,1,5.0,0.016,1
1002,2063,3.59,3,4.27,0.015,0
1023,2072,6.47,4,3.78,0.02,0
1023,2002,2.72,2,4.39,0.013,1
1014,2043,7.71,4,3.52,0.007,0
1087,2088,6.58,3,4.7,0.023,0
1099,2021,4.16,5,3.77,0.04,0
1020,2013,4.68,4,5.0,0.022,0
1023,2059,4.18,4,3.66,0.062,0
1060,2034,7.17,3,3.41,0.007,0
1086,2001,3.28,4,4.97,0.046,0
1051,2046,4.65,4,3.77,0.052,0
1021,2043,5.65,4,3.84,0.027,0
1087,2020,6.09,5,3.9,0.046,0
1087,2002,3.93,6,3.99,0.043,0
1086,2079,5.25,6,4.31,0.02,0
1021,2054,5.96,4,4.12,0.008,0
1060,2061,4.21,4,3.33,0.025,0
1082,2034,6.49,3,5.0,0.0,0
1071,2059,3.56,1,5.0,0.011,1
1002,2083,2.02,3,3.5,0.018,1
1051,2079,5.06,4,4.11,0.031,0
1082,2032,4.13,2,3.28,0.023,0
1071,2001,5.13,3,3.3,0.034,0
1092,2072,7.44,3,3.91,0.029,0
1037,2043,3.34,2,4.43,0.05,1
1092,2079,4.78,2,4.38,0.071,0
1092,2050,4.63,3,3.76,0.04,0
1021,2059,3.99,5,3.87,0.037,0
1087,2091,4.93,5,4.4,0.058,0
1092,2088,5.16,3,4.18,0.015,0
1001,2061,5.8,3,4.26,0.047,0
1086,2034,7.38,4,4.63,0.045,0
1029,2061,4.43,6,3.91,0.032,0
1029,2001,7.18,5,4.21,0.05,0
1087,2079,4.66,3,3.59,0.044,0
1074,2048,6.24,3,4.33,0.083,0
1001,2059,6.72,3,4.7,0.012,0
1002,2046,0.66,3,4.98,0.058,1
1074,2020,5.57,3,4.44,0.025,0
1087,2052,4.23,5,3.94,0.053,0
1020,2091,4.11,6,3.38,0.011,0
1002,2008,4.77,2,2.91,0.0,0
1052,2020,4.56,3,4.37,0.026,0
1099,2059,5.45,3,4.56,0.042,0
1023,2059,4.51,4,4.1,0.0,0
1087,2007,6.36,3,4.65,0.036,0
1002,2006,4.87,2,4.97,0.023,1
1060,2046,5.95,3,4.06,0.034,0
1023,2058,5.04,3,4.17,0.039,0
1087,2017,5.75,4,4.51,0.022,0
1086,2059,8.34,5,4.58,0.0,0
1074,2046,5.91,3,3.71,0.023,0
1060,2038,3.7,4,5.0,0.047,0
1092,2008,9.14,2,3.95,0.011,0
1002,2006,6.84,3,4.29,0.043,0
1087,2059,2.82,3,4.7,0.019,1
1060,2002,2.43,3,4.06,0.033,1
1086,2014,4.89,3,4.67,0.027,0
1082,2050,5.31,3,4.95,0.022,0
1014,2072,5.11,5,4.34,0.035,0
1099,2075,2.04,4,4.23,0.041,0
1087,2034,5.27,3,4.65,0.034,0
1082,2020,3.07,5,3.48,0.048,0
1074,2002,7.23,2,4.14,0.026,0
1037,2001,4.74,5,3.65,0.024,0
1092,2032,7.25,3,3.73,0.035,0
1082,2080,6.21,3,4.48,0.002,0
1029,2034,3.02,3,4.5,0.045,1
1087,2091,3.23,4,4.28,0.012,0
1052,2091,3.0,4,4.84,0.031,0
1087,2046,3.6,2,4.96,0.051,1
1051,2091,5.45,5,4.31,0.019,0
1082,2077,5.83,3,3.7,0.045,0
1071,2077,6.28,2,3.58,0.021,0
1052,2079,3.93,4,4.22,0.053,0
1037,2046,5.48,3,3.25,0.034,0
1082,2050,2.43,3,3.84,0.02,1
1086,2008,3.03,3,4.77,0.053,1
1087,2035,7.3,4,4.34,0.053,0
1074,2002,2.79,4,4.85,0.012,1
1021,2013,7.07,6,4.59,0.042,0
1099,2046,3.32,5,3.69,0.037,0
1074,2063,5.71,1,4.4,0.082,0
1001,2003,1.86,3,3.23,0.012,1
1021,2057,2.11,4,4.6,0.038,1
1052,2080,3.6,3,4.34,0.012,0
1087,2091,3.01,3,3.73,0.038,0
1099,2061,6.95,6,4.37,0.043,0
1002,2059,4.1,3,4.84,0.024,0
1029,2059,5.11,5,4.07,0.06,0
1060,2063,5.86,4,3.88,0.04,0
1074,2008,4.36,4,4.15,0.049,0
1029,2052,4.95,6,4.06,0.019,0
1002,2061,5.52,5,4.74,0.033,0
1060,2041,5.51,4,3.66,0.05,0
1087,2059,3.11,2,4.23,0.024,1
1023,2089,6.19,4,4.27,0.007,0
1086,2003,5.04,3,4.31,0.021,0
1087,2059,5.78,3,4.41,0.046,0
1087,2014,4.2,3,4.44,0.004,0
1052,2034,6.67,4,4.14,0.041,0
1052,2038,5.73,4,4.64,0.017,0
1020,2034,6.07,2,4.46,0.023,0
1099,2090,3.03,4,4.18,0.0,0
1060,2034,1.83,3,5.0,0.036,1
1087,2003,4.0,5,4.65,0.055,0
1020,2013,6.03,4,4.57,0.02,0
1092,2059,2.54,3,4.75,0.022,1
1092,2032,4.78,2,3.92,0.03,0
1092,2080,5.74,3,3.94,0.047,0
1051,2006,5.49,4,4.96,0.02,0
1060,2091,4.93,4,3.76,0.035,0
1086,2032,5.03,6,4.25,0.053,0
1060,2001,6.24,2,3.43,0.035,0
1082,2088,6.89,4,4.24,0.024,0
1021,2063,3.01,3,3.39,0.008,0
1092,2083,4.21,4,3.98,0.035,0
1037,2017,5.2,4,3.68,0.051,0
1052,2063,2.89,3,4.19,0.045,0
1051,2013,7.07,4,4.91,0.013,0
1087,2006,6.79,5,3.0,0.026,0
1051,2063,5.9,3,3.66,0.072,0
1001,2034,5.17,4,3.55,0.018,0
1074,2013,3.65,5,4.45,0.019,0
1074,2063,5.84,3,4.32,0.035,0
1001,2007,5.63,4,4.41,0.055,0
1002,2058,5.96,3,4.15,0.055,0
1071,2057,5.17,3,3.88,0.035,0
1001,2048,3.72,5,3.68,0.06,0
1086,2041,4.57,2,4.29,0.011,0
1037,2059,5.05,3,4.67,0.033,0
1074,2054,3.22,3,4.55,0.056,0
1074,2050,4.93,2,4.73,0.044,0
1014,2063,6.96,4,3.94,0.04,0
1023,2038,5.49,3,4.3,0.026,0
1029,2079,6.12,4,3.67,0.007,0
1086,2046,4.87,4,4.58,0.04,0
1014,2059,7.19,3,3.94,0.011,0
1092,2075,6.12,4,3.27,0.034,0
1023,2002,5.4,3,4.35,0.006,0
1023,2008,7.46,4,3.31,0.03,0
1052,2020,5.61,2,4.47,0.064,0
1051,2007,4.03,4,4.3,0.049,0
1020,2075,4.84,2,4.65,0.01,1
1052,2020,7.71,4,3.9,0.052,0
1087,2089,4.99,3,3.86,0.0,0
1071,2059,5.91,2,3.8,0.039,0
1092,2059,4.25,4,3.59,0.023,0
1082,2007,5.25,3,5.0,0.017,0
1029,2017,7.07,3,3.42,0.007,0
1074,2059,5.26,5,5.0,0.033,0
1014,2043,3.23,4,3.79,0.038,0
1074,2013,3.59,1,4.86,0.025,1
1029,2070,5.07,4,5.0,0.044,0
1092,2058,5.15,4,4.05,0.031,0
1087,2063,5.22,3,4.21,0.037,0
1082,2052,5.78,4,3.53,0.055,0
1060,2080,6.72,3,4.43,0.026,0
1023,2032,6.13,3,4.87,0.044,0
1074,2090,6.09,3,3.49,0.048,0
1029,2079,2.93,4,3.81,0.0,0
1029,2002,5.0,5,3.72,0.062,0
1087,2050,5.99,4,3.98,0.023,0
1023,2080,5.65,4,3.9,0.014,0
1060,2007,4.68,5,3.59,0.053,0
1014,2088,5.06,2,3.97,0.042,0
1099,2020,7.7,2,2.79,0.004,0
1071,2020,6.7,2,4.95,0.054,0
1086,2032,5.29,3,4.23,0.042,0
1087,2001,5.69,5,4.07,0.004,0
1037,2001,2.78,2,4.3,0.025,1
1023,2035,5.05,3,3.64,0.042,0
1087,2063,1.31,3,4.59,0.012,1
1074,2072,5.59,3,3.97,0.041,0
1052,2059,3.08,4,4.22,0.055,0
1099,2008,5.31,2,5.0,0.01,0
1023,2020,4.66,4,3.26,0.059,0
1020,2043,3.27,3,4.34,0.029,0
1029,2070,6.18,2,4.56,0.046,0
1023,2075,6.54,2,3.47,0.023,0
1037,2061,2.96,2,4.01,0.035,1
1086,2046,9.2,4,5.0,0.029,0
1014,2075,5.84,3,5.0,0.016,0
1074,2048,4.18,4,4.3,0.022,0
1023,2046,6.44,3,4.18,0.035,0
1060,2077,2.4,2,4.74,0.016,1
1023,2061,4.8,5,4.16,0.026,0
1099,2057,6.34,3,4.8,0.048,0
1014,2001,7.75,3,4.88,0.041,0
1074,2072,3.01,1,3.8,0.036,1
1099,2080,5.66,3,4.17,0.027,0
1074,2057,6.55,2,4.33,0.014,0
1060,2075,3.64,5,3.71,0.027,0
1020,2020,7.94,4,3.97,0.023,0
1021,2008,3.16,5,4.71,0.044,0
1087,2088,6.2,3,3.43,0.041,0
1002,2057,6.33,5,4.1,0.023,0
1051,2075,4.64,4,4.06,0.029,0
1099,2008,6.25,3,4.9,0.043,0
1014,2001,2.21,3,3.19,0.026,0
1037,2061,4.25,4,3.76,0.038,0
1023,2001,5.85,4,4.77,0.071,0
1074,2006,5.17,4,3.76,0.01,0
1023,2035,6.55,4,3.69,0.004,0
1014,2034,4.03,3,4.0,0.033,0
1087,2079,6.38,4,4.47,0.0,0
1029,2059,2.58,3,3.88,0.047,0
1020,2043,3.68,4,3.81,0.006,0
1023,2090,3.27,6,3.8,0.044,0
1060,2061,2.66,5,4.37,0.035,0
1074,2061,5.62,4,4.6,0.018,0
1052,2048,4.01,4,4.54,0.029,0
1014,2090,6.16,4,4.09,0.0,0
1002,2061,4.24,5,4.37,0.017,0
1002,2046,5.38,4,3.88,0.055,0
1052,2032,5.74,2,4.63,0.022,0
1099,2014,4.73,2,4.52,0.027,0
1086,2034,6.01,3,3.87,0.015,0
1052,2001,5.59,3,4.1,0.02,0
1037,2041,5.66,2,4.32,0.065,0
1021,2057,6.85,3,4.45,0.036,0
1060,2046,7.2,1,4.76,0.025,0
1051,2050,3.89,3,3.55,0.018,0
1087,2083,3.38,4,4.49,0.025,0
1023,2050,7.25,3,4.05,0.021,0
1021,2050,5.9,4,4.45,0.028,0
1002,2059,2.99,3,4.94,0.05,1
1037,2088,5.44,3,4.19,0.022,0
1074,2061,6.79,3,4.66,0.019,0
1037,2007,6.98,4,3.83,0.024,0
1082,2017,6.07,3,4.21,0.02,0
1087,2058,7.64,5,4.93,0.028,0
1023,2061,4.4,3,4.97,0.049,0
1074,2077,6.47,3,3.32,0.0,0
1052,2089,5.09,3,3.88,0.037,0
1086,2061,6.52,3,3.55,0.016,0
1023,2061,3.43,4,4.2,0.068,0
1023,2063,6.1,5,3.5,0.0,0
1071,2089,5.36,4,4.14,0.032,0
1082,2052,3.31,4,4.57,0.006,0
1087,2058,4.47,3,3.86,0.007,0
1087,2063,5.02,4,3.89,0.008,0
1021,2046,5.62,3,4.05,0.021,0
1082,2072,6.87,3,5.0,0.045,0
1074,2007,7.73,4,4.09,0.012,0
1014,2006,4.47,5,4.18,0.043,0
1052,2088,5.31,4,4.34,0.04,0
1074,2079,3.78,3,4.35,0.033,0
1074,2070,4.31,4,3.81,0.006,0
1060,2046,5.44,2,4.34,0.0,0
1002,2002,3.91,3,3.4,0.023,0
1014,2072,6.78,2,4.03,0.064,0
1037,2017,3.41,5,4.06,0.032,0
1029,2050,6.94,3,4.52,0.048,0
1087,2088,4.02,3,4.09,0.026,0
1002,2013,3.38,3,2.47,0.023,0
1092,2063,6.34,2,3.97,0.079,0
1087,2001,4.97,5,3.69,0.039,0
1014,2057,3.23,4,4.62,0.042,0
1086,2070,4.48,4,4.34,0.043,0
1099,2090,4.81,4,4.92,0.024,0
1037,2059,5.07,3,4.37,0.037,0
1029,2059,5.09,4,5.0,0.0,0
1023,2080,4.26,3,4.93,0.04,0
1087,2020,5.75,5,4.11,0.043,0
1071,2001,4.2,2,5.0,0.037,1
1071,2014,5.97,2,4.46,0.066,0
1086,2088,4.58,2,4.29,0.009,1
1001,2008,2.66,3,3.95,0.01,1
1029,2007,6.99,5,4.51,0.038,0
1029,2059,4.79,3,5.0,0.029,0
1021,2063,4.31,5,4.16,0.05,0
1023,2038,4.39,5,4.69,0.056,0
1029,2007,3.94,3,5.0,0.025,1
1001,2048,6.22,6,3.28,0.024,0
1099,2063,5.0,2,3.97,0.011,0
1052,2057,6.29,2,5.0,0.044,0
1074,2006,3.42,5,4.5,0.029,0
1014,2021,3.92,4,4.26,0.016,0
1060,2054,2.99,3,3.95,0.053,0
1074,2050,6.29,3,3.99,0.05,0
1021,2091,5.4,4,3.85,0.028,0
1001,2017,5.01,3,4.57,0.045,0
1099,2017,3.62,3,3.86,0.058,0
1071,2072,8.38,3,4.12,0.047,0
1021,2061,3.94,4,4.19,0.0,0
1014,2046,3.05,3,4.81,0.012,1
1092,2046,4.2,4,3.37,0.036,0
1071,2063,2.68,4,3.8,0.011,0
1087,2059,5.41,4,4.39,0.034,0
1071,2043,5.33,4,4.42,0.022,0
1020,2077,5.98,3,4.75,0.046,0
1086,2059,8.27,4,4.65,0.0,0
1020,2008,6.41,5,4.95,0.032,0
1020,2050,4.49,2,3.7,0.029,0
1087,2020,2.37,3,4.24,0.031,1
1021,2059,3.55,2,3.66,0.026,1
1023,2091,8.19,5,4.31,0.041,0
1020,2058,6.52,4,4.05,0.013,0
1002,2050,4.81,5,4.06,0.008,0
1051,2077,2.41,3,3.69,0.021,1
1037,2041,7.18,3,3.82,0.036,0
1021,2052,7.88,3,3.02,0.043,0
1002,2002,5.52,4,4.09,0.014,0
1051,2046,7.27,2,4.05,0.023,0
1082,2091,6.28,5,4.09,0.034,0
1074,2080,5.42,5,4.72,0.019,0
1014,2089,5.66,4,4.14,0.037,0
1071,2013,5.03,4,3.52,0.012,0
1020,2063,6.23,2,4.44,0.028,0
1087,2041,6.55,4,3.97,0.026,0
1021,2021,2.02,3,3.56,0.026,1
1074,2070,4.04,3,4.79,0.004,1
1052,2059,3.56,3,3.96,0.012,0
1087,2001,4.46,4,4.53,0.042,0
1023,2083,2.14,4,4.42,0.017,1
1023,2052,7.5,5,4.11,0.018,0
1071,2054,7.48,3,4.24,0.031,0
1099,2038,8.45,3,4.19,0.013,0
1037,2058,4.42,2,3.79,0.0,0
1074,2083,6.32,4,4.32,0.029,0
1029,2075,5.11,5,3.82,0.036,0
1060,2061,5.41,5,4.42,0.04,0
1071,2079,3.11,3,3.62,0.0,1
1074,2021,5.6,3,4.4,0.031,0
1020,2063,5.36,5,4.2,0.043,0
1060,2088,4.55,4,3.58,0.0,0
1023,2006,8.16,5,3.23,0.029,0
1037,2088,5.22,4,5.0,0.009,0
1029,2002,3.49,3,3.72,0.0,0
1002,2058,4.66,4,4.19,0.042,0
1052,2091,5.72,2,4.23,0.0,0
1087,2007,4.23,4,4.2,0.004,0
1020,2008,3.37,4,4.61,0.026,0
1020,2003,4.61,4,3.81,0.065,0
1074,2088,2.98,5,4.47,0.078,0
1020,2061,3.32,1,4.82,0.001,1
1021,2083,5.92,5,4.39,0.035,0
1092,2054,5.6,4,4.49,0.006,0
1051,2003,7.74,4,4.46,0.044,0
1060,2041,6.73,5,4.27,0.031,0
1023,2008,5.61,5,3.64,0.043,0
1001,2059,3.67,5,4.38,0.022,0
1052,2006,5.64,4,4.12,0.0,0
1052,2006,3.46,3,3.36,0.018,0
1021,2003,4.25,3,4.59,0.012,0
1020,2075,5.13,3,4.14,0.062,0
1029,2063,5.27,4,3.82,0.043,0
1086,2061,5.88,4,3.6,0.018,0
1092,2061,7.15,3,4.98,0.019,0
1086,2013,5.22,3,3.78,0.013,0
1074,2090,3.94,4,4.65,0.032,0
1021,2089,4.95,5,4.22,0.019,0
1052,2008,3.5,5,4.04,0.018,0
1001,2021,4.0,5,3.91,0.05,0
1029,2021,4.65,2,4.03,0.029,0
1074,2035,4.83,3,4.04,0.014,0
1087,2063,5.02,4,3.47,0.056,0
1087,2080,-0.54,4,4.43,0.018,1
1092,2080,1.81,3,4.28,0.007,1
1021,2013,3.75,4,4.26,0.0,0
1082,2020,5.67,3,3.81,0.034,0
1071,2077,5.16,3,3.95,0.025,0
1086,2046,3.83,5,3.42,0.025,0
1092,2072,2.81,4,4.08,0.009,0
1074,2054,6.03,1,4.34,0.053,0
1014,2072,5.27,3,3.58,0.052,0
1071,2035,6.39,3,3.89,0.054,0
1086,2091,5.8,2,4.1,0.025,0
1029,2007,5.37,4,3.94,0.034,0
1099,2046,4.33,7,4.26,0.03,0
1037,2091,7.76,2,4.15,0.011,0
1002,2090,5.95,3,4.49,0.04,0
1037,2088,6.17,4,4.09,0.002,0
1082,2091,6.51,5,3.73,0.045,0
1092,2089,3.24,4,4.4,0.021,0
1099,2013,5.14,4,4.15,0.016,0
1074,2001,3.16,3,3.61,0.022,0
1087,2090,4.3,4,4.24,0.081,0
1087,2046,1.98,4,3.97,0.011,1
1074,2061,4.96,3,4.74,0.032,0
1029,2061,3.96,4,4.09,0.007,0
1001,2043,4.63,4,4.24,0.037,0
1071,2088,4.21,4,4.26,0.033,0
1002,2020,5.05,6,4.76,0.036,0
1074,2059,3.8,3,5.0,0.019,1
1060,2007,4.75,3,4.38,0.021,0
1060,2079,5.27,3,4.86,0.016,0
1060,2046,6.47,3,3.77,0.016,0
1087,2079,2.43,4,3.62,0.023,0
1023,2003,6.14,4,3.48,0.036,0
1060,2089,6.71,3,4.46,0.007,0
1074,2091,5.58,4,4.53,0.042,0
1002,2002,2.97,4,4.93,0.0,1
1021,2032,6.45,5,3.46,0.017,0
1014,2050,5.78,3,4.88,0.051,0
1001,2077,2.92,3,4.58,0.045,1
1074,2007,8.33,3,4.93,0.012,0
1099,2038,5.75,4,2.7,0.048,0
1052,2061,7.08,5,5.0,0.049,0
1029,2001,4.19,5,3.9,0.032,0
1014,2034,6.25,4,4.88,0.08,0
1021,2091,3.29,3,4.36,0.021,1
1099,2032,4.89,4,4.52,0.035,0
1087,2050,5.22,3,4.9,0.063,0
1082,2020,6.53,2,4.07,0.034,0
1082,2003,3.59,4,4.21,0.052,0
1074,2061,4.25,5,3.72,0.014,0
1074,2050,4.43,4,2.99,0.039,0
1087,2089,7.56,4,4.09,0.008,0
1060,2089,2.28,2,4.13,0.072,1
1052,2050,0.92,4,3.86,0.023,1
1092,2059,3.59,2,4.26,0.035,1
1071,2091,6.0,2,4.64,0.048,0
1021,2063,5.64,3,4.35,0.027,0
1071,2090,6.45,3,4.25,0.0,0
1021,2038,5.46,3,4.46,0.046,0
1051,2020,4.09,4,4.29,0.037,0
1082,2007,6.18,4,4.01,0.062,0
1060,2059,6.13,5,4.37,0.038,0
1074,2090,4.82,3,4.69,0.035,0
1074,2075,4.8,2,4.98,0.032,1
1099,2014,3.16,4,4.1,0.025,0
1014,2063,5.86,3,4.05,0.057,0
1020,2020,2.39,3,4.66,0.043,1
1023,2091,6.53,6,5.0,0.007,0
1074,2034,2.58,4,3.52,0.0,0
1086,2020,5.47,4,5.0,0.045,0
1014,2046,7.88,4,3.63,0.046,0
1071,2001,7.0,4,4.93,0.028,0
1082,2017,5.82,3,5.0,0.047,0
1014,2088,3.32,5,3.83,0.03,0
1029,2059,5.7,4,4.44,0.007,0
1001,2043,5.73,5,4.74,0.004,0
1021,2001,4.02,2,4.37,0.0,1
1051,2007,3.32,3,3.3,0.029,0
1087,2021,1.84,4,4.0,0.018,1
1002,2007,4.31,3,4.5,0.056,0
1060,2017,6.52,6,4.54,0.033,0
1014,2059,4.31,3,4.47,0.01,0
1023,2075,5.34,3,3.84,0.009,0
1071,2057,8.79,2,4.17,0.054,0
1087,2063,5.79,3,3.6,0.033,0
1074,2088,1.04,4,4.22,0.051,1
1023,2035,3.28,3,4.42,0.034,0
1060,2059,2.99,3,4.9,0.035,1
1060,2032,2.5,4,3.4,0.024,0
1001,2089,5.84,5,3.03,0.044,0
1051,2083,6.29,3,4.25,0.0,0
1020,2072,0.88,5,3.93,0.023,1
1099,2034,5.35,3,3.97,0.038,0
1082,2091,2.76,5,4.08,0.01,0
1060,2006,3.29,4,4.05,0.0,0
1037,2043,4.1,3,4.83,0.033,0
1021,2091,7.35,3,4.05,0.038,0
1014,2057,5.91,4,3.76,0.013,0
1060,2080,4.47,5,3.7,0.019,0
1071,2052,6.09,4,4.48,0.032,0
1023,2054,3.4,3,4.76,0.045,0
1002,2061,3.0,4,4.85,0.031,0
1060,2079,5.64,5,3.85,0.077,0
1074,2059,6.83,4,4.18,0.04,0
1014,2079,2.66,6,4.76,0.059,0
1087,2001,5.05,3,3.86,0.046,0
1037,2034,4.23,3,4.47,0.017,0
1037,2061,6.57,3,3.45,0.017,0
1051,2070,6.96,3,4.65,0.032,0
1074,2091,4.74,6,3.56,0.015,0
1001,2001,4.96,6,4.19,0.035,0
1001,2041,4.5,4,4.06,0.044,0
1023,2061,6.16,3,3.64,0.032,0
1092,2079,7.1,3,4.37,0.006,0
1052,2002,3.44,5,4.55,0.037,0
1071,2079,1.52,3,4.5,0.001,1
1052,2091,4.47,4,3.44,0.0,0
1037,2032,2.76,4,3.92,0.048,0
1001,2001,5.18,5,3.58,0.037,0
1099,2061,3.81,4,4.26,0.01,0
1060,2002,4.76,4,3.9,0.045,0
1029,2006,3.45,6,4.68,0.037,0
1099,2013,9.27,3,4.51,0.034,0
1020,2080,6.2,5,4.47,0.051,0
1052,2035,4.17,3,5.0,0.042,0
1014,2063,5.37,3,4.68,0.014,0
1029,2032,3.39,4,3.0,0.042,0
1051,2014,5.57,3,4.07,0.028,0
1082,2059,3.82,4,4.08,0.032,0
1092,2050,4.77,3,4.34,0.046,0
1001,2061,4.21,4,4.46,0.004,0
1001,2035,6.46,6,4.16,0.027,0
1002,2020,4.68,4,4.46,0.0,0
1023,2075,3.7,4,4.13,0.007,0
1087,2013,7.25,3,4.22,0.027,0
1037,2048,3.38,4,4.4,0.021,0
1074,2075,4.5,4,3.21,0.013,0
1074,2075,5.32,3,3.93,0.048,0
1001,2091,4.05,5,3.32,0.0,0
1060,2013,6.32,3,3.72,0.05,0
1087,2050,4.25,4,3.89,0.037,0
1029,2091,4.23,3,5.0,0.052,0
1014,2046,3.91,3,4.94,0.01,1
1002,2034,3.6,4,5.0,0.031,0
1086,2020,6.57,2,4.38,0.023,0
1086,2075,7.8,5,5.0,0.016,0
1002,2021,5.05,4,3.87,0.033,0
1021,2083,6.36,3,3.85,0.015,0
1037,2020,2.98,4,3.85,0.014,0
1074,2070,5.79,3,3.94,0.046,0
1020,2021,4.15,1,4.87,0.013,1
1051,2046,3.92,3,4.23,0.025,0
1060,2007,6.48,5,3.86,0.011,0
1051,2090,4.22,4,4.14,0.02,0
1052,2054,3.05,1,3.7,0.055,1
1001,2059,5.65,3,4.56,0.004,0
1074,2090,5.09,2,4.37,0.035,0
1099,2088,5.42,5,4.59,0.006,0
1074,2034,6.77,3,3.21,0.028,0
1071,2035,5.97,2,4.87,0.012,0
1051,2050,4.28,3,3.35,0.01,0
1002,2061,3.93,3,2.7,0.044,0
1001,2032,6.06,5,3.45,0.024,0
1074,2046,6.41,5,4.94,0.032,0
1029,2091,4.92,2,4.73,0.021,0
1014,2003,5.05,3,3.0,0.014,0
1021,2088,5.68,3,4.43,0.046,0
1099,2020,3.77,3,4.13,0.045,0
1052,2089,4.65,2,4.1,0.045,0
1020,2063,7.04,4,3.46,0.022,0
1020,2014,5.71,4,4.45,0.025,0
1071,2089,6.29,3,4.29,0.045,0
1071,2059,5.86,4,4.49,0.009,0
1001,2001,5.03,3,4.06,0.007,0
1092,2001,5.52,2,4.51,0.03,0
